archivo,sección,tema,pregunta,subpregunta,juicio,evidencia procedente de la investigación,consideraciones adicionales
ansiedad.txt,6.1.3.2,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la vortioxetina frente al placebo?",k) ¿Es factible la implementación de la opción?,,Probablemente sí.,No se identificaron estudios que respondieran a la pregunta.,"La agomelatina no tiene autorizada indicación para el tratamiento del TAG. Por tanto, cuando el médico responsable del tratamiento, bajo su exclusiva responsabilidad, considerara indispensable su utilización, debe justificar en la historia clínica la necesidad del uso del medicamento e informar al paciente de sus posibles beneficios y riesgos potenciales, obteniendo su consentimiento conforme a la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, y al Real Decreto 1015/2009, de 19 de junio, por el que se regula la disponibilidad de medicamentos en situaciones especiales. Entre las principales estrategias terapéuticas actuales para el abordaje del TAG se encuentra el tratamiento farmacológico, que tiene como objetivo reducir los síntomas, facilitar el logro de la remisión y la recuperación, prevenir las recaídas y reducir las consecuencias derivadas, con los mínimos efectos adversos posibles. Entre los medicamentos utilizados para el TAG se incluye la vortioxetina, un antidepresivo multimodal que combina diferentes acciones terapéuticas. Bloquea el transportador de serotonina y actúa sobre varios receptores serotoninérgicos, aumentando los niveles de serotonina, dopamina y noradrenalina, lo que contribuye a su efecto antidepresivo. GPC PARA EL TRATAMIENTO DEL TRASTORNO DE ANSIEDAD GENERALIZADA EN ATENCIÓN PRIMARIA 97 En esta pregunta clínica se analiza la evidencia científica y se aportan recomendaciones sobre el uso en AP de la vortioxetina en pacientes con TAG. Recomendaciones 1. Se sugiere no utilizar el antidepresivo vortioxetina en el tratamiento de las personas con TAG. [Débil en contra] Justificación Se ha formulado una recomendación débil en contra del uso de la vortioxetina en pacientes con TAG. El grupo de trabajo ha considerado el balance beneficio-riesgo y el coste no despreciable del fármaco. Justificación detallada Balance beneficio-riesgo: la evidencia científica no señala beneficios del tratamiento con vortioxetina y podría estar asociado a la aparición de eventos adversos, por lo tanto, el GAG ha considerado que el balance beneficio-riesgo es globalmente desfavorable al uso de este fármaco. Uso de recursos y costes: el coste de la vortioxetina es significativamente más alto que el de otros antidepresivos más comunes. De la evidencia a la recomendación"
ansiedad.txt,6.1.3.2,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la vortioxetina frente al placebo?",a) ¿Cuál es la magnitud de los efectos deseables esperados?,,Insignificante.,"Se consideraron 4 ECA con un total de un total de 1.687 personas con TAG; 308 tratadas con 2,5 mg de vortioxetina, 458 tratados con 5 mg y 308 con 10 mg, mientras que 613 recibieron placebo (152,167,170,171). La duración del tratamiento fue de 8 semanas. Los resultados muestran que el tratamiento con vortioxetina frente al placebo en adultos con TAG: No modifica los niveles de ansiedad. No modifica la probabilidad de respuesta. No modifica la probabilidad de remisión. Aumenta el riesgo de eventos adversos (69 pacientes más por cada 1.000). GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS 98 No se han realizado análisis por subgrupo del tratamiento con diferentes dosis de vortioxetina por falta de evidencia. Para más información se pueden consultar los perfiles de evidencia GRADE disponibles en el material metodológico.",
ansiedad.txt,6.1.3.2,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la vortioxetina frente al placebo?",c) ¿Cuál es la certeza global en la evidencia sobre los efectos?,,Moderada.,"La calidad global de la evidencia fue considerada moderada, debido a que, en los desenlaces clave, respuesta y remisión, el IC cruza el umbral de decisión clínica entre recomendar y no recomendar el tratamiento (5 y 8 puntos porcentuales, respectivamente). Por desenlace, la calidad de la evidencia fue considerada alta para ansiedad y eventos adversos; moderada para la respuesta, y baja para la remisión.",
ansiedad.txt,6.1.3.2,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la vortioxetina frente al placebo?",d) ¿Existe incertidumbre o variabilidad importante sobre cómo,,La incertidumbre o la variabilidad probablemente no son importantes.,No se han podido identificar estudios que informen del valor que las personas con TAG otorgan a los diferentes desenlaces. GPC PARA EL TRATAMIENTO DEL TRASTORNO DE ANSIEDAD GENERALIZADA EN ATENCIÓN PRIMARIA 99,El GAG considera poco probable que exista variabilidad en cuanto a cómo los pacientes valoran los desenlaces principales.
ansiedad.txt,6.1.3.2,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la vortioxetina frente al placebo?",f) ¿Cuál es la magnitud de los recursos requeridos (costes)?,,Costes moderados.,No se encontró evidencia sobre el coste de vortioxetina en comparación con placebo en España.,"En España, el coste del tratamiento con vortioxetina por paciente y trimestre se estima entre 27,40 € (2,5 mg/d) y 109,61 € (10 mg/d). No existe medicamento genérico."
ansiedad.txt,6.1.3.2,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la vortioxetina frente al placebo?",g) ¿Cuál es la certeza en torno a la evidencia sobre los recursos,,No hay estudios incluidos,No se encontró evidencia sobre el uso de los recursos durante el tratamiento con vortioxetina en España.,
ansiedad.txt,6.1.3.2,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la vortioxetina frente al placebo?","h) El coste-efectividad de la intervención, ¿favorece a la",,Desconocido.,No se identificaron evaluaciones económicas en las que se comparara vortioxetina con placebo o cuidados habituales.,
ansiedad.txt,6.1.3.2,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la vortioxetina frente al placebo?",i) ¿Cuál sería el impacto en la equidad en salud?,,Probablemente sin impacto.,No se identificaron estudios que respondieran a la pregunta.,"La vortioxetina no tiene indicación en ficha técnica para el tratamiento de los adultos con TAG, lo que reduce la probabilidad de que este fármaco se use de la misma forma en todo el territorio nacional ya que ya que probablemente su uso estará condicionado a un informe favorable de las comisiones farmacoterapéuticas de los centros o las CCAA. Sin embargo, el GAG considera que no es probable que existan otras situaciones de falta de equidad en el acceso al tratamiento con vortioxetina en el SNS, dado GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS 100 que su uso se restringiría a aquellos pacientes con una historia de falla terapéutica y ausencia de alternativa."
ansiedad.txt,6.1.3.2,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la vortioxetina frente al placebo?",j) ¿Es aceptable la opción para los agentes implicados?,,Probablemente sí.,"En los ECA considerados, la tasa de abandono de la vortioxetina debido a efectos adversos durante el periodo de tratamiento analizado, que varió entre los 28 días y las 12 semanas, es del 5,2%, significativamente mayor que la obtenida en los grupos de control (3,3%) (P< 0,01) (152,167,170,171).",
ansiedad.txt,6.2.1,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de las BZD frente al placebo?",k) ¿Es factible la implementación de la opción?,,Probablemente sí.,No se identificaron estudios que respondieran a la pregunta.,"La vortioxetina no tiene indicación en ficha técnica para el tratamiento de los adultos con TAG. Por tanto, cuando el médico responsable del tratamiento, bajo su exclusiva responsabilidad, considerara indispensable su utilización, debe justificar en la historia clínica la necesidad del uso del medicamento e informar al paciente de sus posibles beneficios y riesgos potenciales, obteniendo su consentimiento conforme a la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, y al Real Decreto 1015/2009, de 19 de junio, por el que se regula la disponibilidad de medicamentos en situaciones especiales. Entre las principales estrategias terapéuticas actuales para el abordaje del TAG se encuentra el tratamiento farmacológico, que tiene como objetivo reducir los síntomas, facilitar la recuperación y lograr la remisión, prevenir las recaídas y reducir las consecuencias derivadas, con los mínimos efectos adversos posibles. Entre los fármacos GPC PARA EL TRATAMIENTO DEL TRASTORNO DE ANSIEDAD GENERALIZADA EN ATENCIÓN PRIMARIA 101 que se han venido utilizando para el TAG se encuentran las BZD, que actúan como depresores del sistema nervioso central, disminuyendo o retardando su actividad. Las BZD pueden producir beneficios clínicos importantes a corto plazo en múltiples trastornos psiquiátricos, sin embargo, su ratio beneficio/riesgo a medio y largo plazo es mucho más controvertido. En esta pregunta clínica se analiza la evidencia científica y se aportan recomendaciones sobre el uso en AP de las BZD en pacientes con TAG. Recomendaciones 1. Se sugiere no usar benzodiacepinas para el tratamiento del TAG, excepto como medida a corto plazo (≤ 4 semanas) durante las crisis y solo cuando sea crucial el control rápido de los síntomas mientras se espera a la respuesta al tratamiento con antidepresivos y/o psicológico. [Débil en contra] 2. En caso de ser necesario el uso de benzodiacepinas en pacientes con TAG, se sugiere prescribir aquellas de vida media larga por su menor potencial adictivo. [Débil en contra] 3. Se sugiere no utilizar benzodiacepinas en pacientes ancianos con TAG. [Débil en contra] Justificación Se ha formulado una recomendación débil en contra del uso de las BZD para el tratamiento del TAG. El GAG ha considerado los efectos secundarios significativos, el alto riesgo de desarrollo de tolerancia, de dependencia física y psíquica y de abuso, así como los síntomas de abstinencia con su retirada, la disponibilidad de alternativas más seguras y efectivas, y su escasa percepción de beneficio en la práctica clínica. La recomendación de su uso excepcional como solución temporal a corto plazo en caso de crisis y únicamente cuando sea fundamental controlar los síntomas de forma rápida hasta el inicio del efecto terapéutico de los antidepresivos y/o el tratamiento psicológico, se justifica por la rápida acción ansiolítica de las BZD y porque, en algunos casos, puede llevar tiempo obtener una respuesta terapéutica adecuada con antidepresivos y/o terapia psicológica. En situaciones de crisis agudas, donde los síntomas son severos y debilitantes, el uso de BZD puede ser necesario como medida temporal para proporcionar un control rápido de los síntomas y reducir el malestar del paciente mientras se espera a que el tratamiento principal alcance su plena eficacia. Al limitar el uso de BZD a un período de ≤4 semanas y solo en situaciones cruciales, se busca minimizar los riesgos asociados con su uso a largo plazo, como la dependencia y los efectos adversos. Es fundamental que el uso de BZD sea cuidadosamente supervisado por un médico, quien evaluará el beneficio potencial y sopesará los riesgos en cada caso individual. Además, en general, se recomienda priorizar la prescripción de aquellas BZD de vida media más larga ya que tienen un menor potencial adictivo. Asimismo, se debe GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS 102 monitorizar la adecuada adherencia al plan de tratamiento, incluyendo sus limitaciones, con el fin de reducir el tiempo y la cantidad de consumo de BZD. Asimismo, es importante tener en cuenta que este grupo de medicamentos se encuentra incluido en la lista PRISCUS y criterios STOPP-START y de Beers (medicación potencialmente inadecuada en ancianos) ya que puede producir efectos adversos graves como aumento del riesgo de caídas, prolongación del tiempo de reacción, deterioro cognitivo o depresión en este grupo de población (172). Es importante informar y asesorar a los pacientes sobre los riesgos asociados con el uso de las BZD, sobre la naturaleza a corto plazo del tratamiento con ellas y la importancia de seguir el plan de tratamiento integral para abordar el TAG a largo plazo. Justificación detallada Certeza global en la evidencia sobre los efectos: la calidad global de la evidencia considerada, procedente de 21 ECA (n= 2.193) (88,156,173–191), es baja. Esto es debido a que los estudios presentan cierta inconsistencia para alguno de los enlaces considerados que no pudieron ser explicados por los análisis de subgrupos establecidos (tipo de benzodiacepina y/o dosis). Las variables remisión, preocupación, nivel de depresión y calidad de vida no fueron informadas en ninguno de los estudios. Balance beneficio-riesgo: debido al alto riesgo de desarrollo de tolerancia y dependencia física y psíquica de las BZD, el GAG ha considerado que los beneficios del tratamiento señalados por la evidencia científica en términos de reducción de los niveles de ansiedad y aumento de la probabilidad de respuesta probablemente no superan los efectos indeseables. De la evidencia a la recomendación"
ansiedad.txt,1.000,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de las BZD frente al placebo?",a) ¿Cuál es la magnitud de los efectos deseables esperados?,,Pequeña.,"Se consideraron 21 ECA entre los que se reclutó a un total de 2.193 personas con TAG; 1.148 tratados con BZD y 1.045 con placebo (88,156,173–191). De los 21 estudios, 10 evalúan el efecto del diazepam (88,156,173,176,180,182,183,186,187,191), 5 el del alprazolam (174,175,178,184,185), otros cinco el lorazepam (177,179,188–190) y, por último, 3 el bromazepam (179–181). Los resultados muestran que el tratamiento con BZD frente al placebo en adultos con TAG: Reduce los niveles de ansiedad (efecto pequeño). o En el caso del lorazepam, el efecto es moderado. Aumenta la probabilidad de respuesta (190 pacientes más por cada 1.000). GPC PARA EL TRATAMIENTO DEL TRASTORNO DE ANSIEDAD GENERALIZADA EN ATENCIÓN PRIMARIA 103 o En el caso de alprazolam, no se obtiene cambio en la probabilidad de respuesta. Aumenta el riesgo de eventos adversos (164 pacientes más por cada 1.000). o En el caso de diazepam, aumenta en 285 pacientes más por cada 1.000. o En el caso de lorazepam, aumenta en 281 pacientes más por cada 1.000. o En el caso de bromazepam, aumenta en 319 pacientes más por cada o En el caso de alprazolam, no se obtiene cambio en el riesgo de eventos adversos. Para más información se pueden consultar los perfiles de evidencia GRADE disponibles en el material metodológico.",
